,school,conference,position,height
4244,"University of Wisconsin, Green Bay",Horizon League,G,5-10
4245,"University of Wisconsin, Green Bay",Horizon League,F,6-1
4246,"University of Wisconsin, Green Bay",Horizon League,G,5-7
4247,"University of Wisconsin, Green Bay",Horizon League,G,5-10
4248,"University of Wisconsin, Green Bay",Horizon League,F,6-2
4249,"University of Wisconsin, Green Bay",Horizon League,F,6-0
4250,"University of Wisconsin, Green Bay",Horizon League,C,6-3
4251,"University of Wisconsin, Green Bay",Horizon League,G,5-8
4252,Grambling State University,Southwestern Athletic Conf.,G,4-0
4253,Grambling State University,Southwestern Athletic Conf.,F,6-3
4254,Grambling State University,Southwestern Athletic Conf.,G,4-0
4255,Grambling State University,Southwestern Athletic Conf.,G,4-0
4256,Grambling State University,Southwestern Athletic Conf.,G,4-0
4257,Grambling State University,Southwestern Athletic Conf.,G,4-0
4258,Grambling State University,Southwestern Athletic Conf.,G,4-0
4259,Grambling State University,Southwestern Athletic Conf.,G,4-0
4260,Grambling State University,Southwestern Athletic Conf.,F,4-0
4261,Grambling State University,Southwestern Athletic Conf.,G,4-0
4262,Grambling State University,Southwestern Athletic Conf.,G,4-0
4263,Grambling State University,Southwestern Athletic Conf.,G,4-0
4264,Grambling State University,Southwestern Athletic Conf.,G,4-0
4265,Grambling State University,Southwestern Athletic Conf.,G,4-0
4266,Grand Canyon University,Western Athletic Conference,G,5-9
4267,Grand Canyon University,Western Athletic Conference,G,5-8
4268,Grand Canyon University,Western Athletic Conference,G,5-8
4269,Grand Canyon University,Western Athletic Conference,G,5-11
4270,Grand Canyon University,Western Athletic Conference,G,5-6
4271,Grand Canyon University,Western Athletic Conference,F,5-10
4272,Grand Canyon University,Western Athletic Conference,F,6-0
4273,Grand Canyon University,Western Athletic Conference,C,6-3
4274,Grand Canyon University,Western Athletic Conference,F,6-0
4275,Grand Canyon University,Western Athletic Conference,C,6-2
4276,Grand Canyon University,Western Athletic Conference,F,5-7
4277,Grand Canyon University,Western Athletic Conference,C,6-2
4278,Grand Canyon University,Western Athletic Conference,G,5-10
4279,Grand Canyon University,Western Athletic Conference,G,5-8
4280,Grand Canyon University,Western Athletic Conference,G,5-8
4281,Grand Canyon University,Western Athletic Conference,G,5-6
4282,Gonzaga University,West Coast Conference,G,5-10
4283,Gonzaga University,West Coast Conference,F,6-3
4284,Gonzaga University,West Coast Conference,G,5-9
4285,Gonzaga University,West Coast Conference,C,6-5
4286,Gonzaga University,West Coast Conference,F,6-4
4287,Gonzaga University,West Coast Conference,G,5-7
4288,Gonzaga University,West Coast Conference,F,6-2
4289,Gonzaga University,West Coast Conference,F,6-0
4290,Gonzaga University,West Coast Conference,G,6-0
4291,Gonzaga University,West Coast Conference,G,5-9
4292,Gonzaga University,West Coast Conference,G,5-8
4293,Gonzaga University,West Coast Conference,G,5-4
4294,Gonzaga University,West Coast Conference,G,6-2
4295,Gonzaga University,West Coast Conference,F,6-1
4296,Gonzaga University,West Coast Conference,C,6-5
4297,Georgia State University,Sun Belt Conference,G,4-11
4298,Georgia State University,Sun Belt Conference,G,5-8
4299,Georgia State University,Sun Belt Conference,F,6-2
4300,Georgia State University,Sun Belt Conference,F,6-2
4301,Georgia State University,Sun Belt Conference,G,5-10
4302,Georgia State University,Sun Belt Conference,F,6-0
4303,Georgia State University,Sun Belt Conference,C,6-4
4304,Georgia State University,Sun Belt Conference,C,6-4
4305,Georgia State University,Sun Belt Conference,G,5-8
4306,Georgia State University,Sun Belt Conference,F,5-11
4307,Georgia State University,Sun Belt Conference,G,5-9
4308,Georgia State University,Sun Belt Conference,G,5-8
4309,Georgia State University,Sun Belt Conference,G,5-9
4310,Georgia State University,Sun Belt Conference,G,5-7
4311,Georgia State University,Sun Belt Conference,G,5-6
4312,Georgia Southern University,Southern Conference,G,5-6
4313,Georgia Southern University,Southern Conference,F,6-2
4314,Georgia Southern University,Southern Conference,F,6-2
4315,Georgia Southern University,Southern Conference,C,6-2
4316,Georgia Southern University,Southern Conference,G,5-7
4317,Georgia Southern University,Southern Conference,G,6-0
4318,Georgia Southern University,Southern Conference,G,5-8
4319,Georgia Southern University,Southern Conference,C,6-2
4320,Georgia Southern University,Southern Conference,F,5-11
4321,Georgia Southern University,Southern Conference,G,5-10
4322,Georgia Southern University,Southern Conference,F,6-0
4323,Georgia Southern University,Southern Conference,G,5-9
4324,Georgia Southern University,Southern Conference,C,6-3
4325,Georgia Southern University,Southern Conference,G,5-5
4326,Georgia Southern University,Southern Conference,G,5-7
4327,Georgia Southern University,Southern Conference,G,5-5
4328,University of Georgia,Southeastern Conference,G,5-8
4329,University of Georgia,Southeastern Conference,G,5-10
4330,University of Georgia,Southeastern Conference,F,5-8
4331,University of Georgia,Southeastern Conference,G,5-7
4332,University of Georgia,Southeastern Conference,G,5-9
4333,University of Georgia,Southeastern Conference,F,5-11
4334,University of Georgia,Southeastern Conference,F,6-2
4335,University of Georgia,Southeastern Conference,G,5-9
4336,University of Georgia,Southeastern Conference,F,6-1
4337,University of Georgia,Southeastern Conference,G,5-4
4338,University of Georgia,Southeastern Conference,G,5-7
4339,University of Georgia,Southeastern Conference,F,6-2
4340,University of Georgia,Southeastern Conference,G,5-6
4341,University of Georgia,Southeastern Conference,F,6-3
4342,University of Georgia,Southeastern Conference,G,5-10
4343,University of Georgia,Southeastern Conference,F,6-2
4344,Georgia Tech,Atlantic Coast Conference,C,6-3
4345,Georgia Tech,Atlantic Coast Conference,G,6-2
4346,Georgia Tech,Atlantic Coast Conference,F,6-3
4347,Georgia Tech,Atlantic Coast Conference,F,5-10
4348,Georgia Tech,Atlantic Coast Conference,F,5-11
4349,Georgia Tech,Atlantic Coast Conference,G,5-9
4350,Georgia Tech,Atlantic Coast Conference,F,6-0
4351,Georgia Tech,Atlantic Coast Conference,C,6-5
4352,Georgia Tech,Atlantic Coast Conference,G,5-5
4353,Georgia Tech,Atlantic Coast Conference,F,6-3
4354,Georgia Tech,Atlantic Coast Conference,G,5-8
4355,Georgia Tech,Atlantic Coast Conference,G,6-0
4356,Georgetown University,Big East Conference,G,6-1
4357,Georgetown University,Big East Conference,F,6-2
4358,Georgetown University,Big East Conference,C,6-3
4359,Georgetown University,Big East Conference,G,5-5
4360,Georgetown University,Big East Conference,F,6-1
4361,Georgetown University,Big East Conference,G,5-11
4362,Georgetown University,Big East Conference,G,5-11
4363,Georgetown University,Big East Conference,G,5-9
4364,Georgetown University,Big East Conference,F,6-2
4365,Georgetown University,Big East Conference,G,5-8
4366,Georgetown University,Big East Conference,G,5-5
4367,Georgetown University,Big East Conference,F,6-2
4368,Georgetown University,Big East Conference,F,6-2
4369,George Mason University,Atlantic 10 Conference,G,5-7
4370,George Mason University,Atlantic 10 Conference,G,5-5
4371,George Mason University,Atlantic 10 Conference,F,6-2
4372,George Mason University,Atlantic 10 Conference,G,5-11
4373,George Mason University,Atlantic 10 Conference,G,5-11
4374,George Mason University,Atlantic 10 Conference,G,5-9
4375,George Mason University,Atlantic 10 Conference,G,5-11
4376,George Mason University,Atlantic 10 Conference,F,6-0
4377,George Mason University,Atlantic 10 Conference,G,5-8
4378,George Mason University,Atlantic 10 Conference,F,6-2
4379,George Mason University,Atlantic 10 Conference,F,5-7
4380,George Mason University,Atlantic 10 Conference,F,6-1
4381,George Mason University,Atlantic 10 Conference,C,6-6
4382,George Mason University,Atlantic 10 Conference,F,6-1
4383,George Mason University,Atlantic 10 Conference,F,6-2
4384,George Mason University,Atlantic 10 Conference,G,5-6
4385,George Mason University,Atlantic 10 Conference,G,5-11
4386,George Washington University,Atlantic 10 Conference,F,6-1
4387,George Washington University,Atlantic 10 Conference,G,5-10
4388,George Washington University,Atlantic 10 Conference,G,5-8
4389,George Washington University,Atlantic 10 Conference,G,5-8
4390,George Washington University,Atlantic 10 Conference,G,5-5
4391,George Washington University,Atlantic 10 Conference,G,5-9
4392,George Washington University,Atlantic 10 Conference,G,5-10
4393,George Washington University,Atlantic 10 Conference,G,5-8
4394,George Washington University,Atlantic 10 Conference,F,6-4
4395,George Washington University,Atlantic 10 Conference,F,6-0
4396,George Washington University,Atlantic 10 Conference,G,5-7
4397,George Washington University,Atlantic 10 Conference,F,6-5
4398,George Washington University,Atlantic 10 Conference,G,5-9
4399,George Washington University,Atlantic 10 Conference,G,5-6
4400,George Washington University,Atlantic 10 Conference,F,6-2
4401,Gardner-Webb University,Big South Conference,G,5-9
4402,Gardner-Webb University,Big South Conference,G,5-10
4403,Gardner-Webb University,Big South Conference,G,5-5
4404,Gardner-Webb University,Big South Conference,F,5-11
4405,Gardner-Webb University,Big South Conference,F,5-11
4406,Gardner-Webb University,Big South Conference,G,5-8
4407,Gardner-Webb University,Big South Conference,G,5-8
4408,Gardner-Webb University,Big South Conference,F,6-2
4409,Gardner-Webb University,Big South Conference,F,6-0
4410,Gardner-Webb University,Big South Conference,C,6-3
4411,Gardner-Webb University,Big South Conference,F,6-1
4412,Gardner-Webb University,Big South Conference,C,6-2
4413,Gardner-Webb University,Big South Conference,F,6-0
4414,Howard University,Mid-Eastern Athletic Conf.,G,5-7
4415,Howard University,Mid-Eastern Athletic Conf.,F,6-0
4416,Howard University,Mid-Eastern Athletic Conf.,G,5-7
4417,Howard University,Mid-Eastern Athletic Conf.,G,6-0
4418,Howard University,Mid-Eastern Athletic Conf.,C,6-3
4419,Howard University,Mid-Eastern Athletic Conf.,G,5-8
4420,Howard University,Mid-Eastern Athletic Conf.,C,6-1
4421,Howard University,Mid-Eastern Athletic Conf.,G,5-4
4422,Howard University,Mid-Eastern Athletic Conf.,G,5-7
4423,Howard University,Mid-Eastern Athletic Conf.,F,6-1
4424,Howard University,Mid-Eastern Athletic Conf.,G,5-4
4425,Howard University,Mid-Eastern Athletic Conf.,F,5-10
4426,Howard University,Mid-Eastern Athletic Conf.,G,5-9
4427,Howard University,Mid-Eastern Athletic Conf.,G,5-9
4428,Houston Baptist University,Southland Conference,G,5-7
4429,Houston Baptist University,Southland Conference,C,6-2
4430,Houston Baptist University,Southland Conference,G,5-10
4431,Houston Baptist University,Southland Conference,G,5-9
4432,Houston Baptist University,Southland Conference,G,5-4
4433,Houston Baptist University,Southland Conference,C,6-4
4434,Houston Baptist University,Southland Conference,G,5-8
4435,Houston Baptist University,Southland Conference,F,6-0
4436,Houston Baptist University,Southland Conference,F,5-10
4437,Houston Baptist University,Southland Conference,C,6-1
4438,Houston Baptist University,Southland Conference,G,5-8
4439,Houston Baptist University,Southland Conference,G,5-8
4440,Houston Baptist University,Southland Conference,F,6-0
4441,Houston Baptist University,Southland Conference,F,6-1
4442,Houston Baptist University,Southland Conference,G,5-6
4443,University of Houston,American Athletic Conference,F,6-1
4444,University of Houston,American Athletic Conference,F,6-1
4445,University of Houston,American Athletic Conference,G,5-6
4446,University of Houston,American Athletic Conference,F,6-1
4447,University of Houston,American Athletic Conference,G,5-6
4448,University of Houston,American Athletic Conference,F,6-2
4449,University of Houston,American Athletic Conference,F,6-2
4450,University of Houston,American Athletic Conference,F,5-8
4451,University of Houston,American Athletic Conference,G,5-8
4452,University of Houston,American Athletic Conference,G,5-9
4453,University of Houston,American Athletic Conference,G,6-1
4454,University of Houston,American Athletic Conference,G,5-8
4455,University of Houston,American Athletic Conference,G,5-7
4456,University of Houston,American Athletic Conference,G,5-7
4457,College of the Holy Cross,Patriot League,G,5-7
4458,College of the Holy Cross,Patriot League,G,5-10
4459,College of the Holy Cross,Patriot League,G,5-8
4460,College of the Holy Cross,Patriot League,G,5-11
4461,College of the Holy Cross,Patriot League,F,5-11
4462,College of the Holy Cross,Patriot League,G,5-8
4463,College of the Holy Cross,Patriot League,F,6-2
4464,College of the Holy Cross,Patriot League,C,6-4
4465,College of the Holy Cross,Patriot League,G,5-7
4466,College of the Holy Cross,Patriot League,F,6-2
4467,College of the Holy Cross,Patriot League,F,6-0
4468,College of the Holy Cross,Patriot League,F,6-3
4469,College of the Holy Cross,Patriot League,G,5-10
4470,Hofstra University,Colonial Athletic Association,G,5-8
4471,Hofstra University,Colonial Athletic Association,C,6-4
4472,Hofstra University,Colonial Athletic Association,G,5-10
4473,Hofstra University,Colonial Athletic Association,F,6-3
4474,Hofstra University,Colonial Athletic Association,G,5-11
4475,Hofstra University,Colonial Athletic Association,G,5-8
4476,Hofstra University,Colonial Athletic Association,G,5-5
4477,Hofstra University,Colonial Athletic Association,G,5-9
4478,Hofstra University,Colonial Athletic Association,G,5-7
4479,Hofstra University,Colonial Athletic Association,G,5-10
4480,Hofstra University,Colonial Athletic Association,G,5-5
4481,Hofstra University,Colonial Athletic Association,G,5-5
4482,Hofstra University,Colonial Athletic Association,F,6-0
4483,Hofstra University,Colonial Athletic Association,F,6-2
4484,High Point University,Big South Conference,F,5-11
4485,High Point University,Big South Conference,F,5-11
4486,High Point University,Big South Conference,G,5-7
4487,High Point University,Big South Conference,,-
4488,High Point University,Big South Conference,G,5-7
4489,High Point University,Big South Conference,G,5-10
4490,High Point University,Big South Conference,F,6-2
4491,High Point University,Big South Conference,G,5-5
4492,High Point University,Big South Conference,G,5-7
4493,High Point University,Big South Conference,F,6-0
4494,High Point University,Big South Conference,G,5-11
4495,High Point University,Big South Conference,G,5-4
4496,High Point University,Big South Conference,F,6-2
4497,High Point University,Big South Conference,F,6-0
4498,High Point University,Big South Conference,G,5-10
4499,High Point University,Big South Conference,F,6-1
4500,"University of Hawaii, Manoa",Big West Conference,G,5-6
4501,"University of Hawaii, Manoa",Big West Conference,C,6-3
